순번,자치구,X좌표,Y좌표,주소
4145,강동구,212220.531792173,547408.82591121,강동구 둔촌동 511-9대
4146,강동구,210949.820715461,548907.649962377,강동구 천호동 373도
4147,강동구,215052.348677326,549563.410937432,강동구 상일동 290-5대
4148,강동구,212905.06598167,550624.789725119,강동구 고덕동 486대
4149,강동구,210979.205735378,549002.655173999,강동구 천호동 271도
4150,강동구,210986.664394809,549077.307155782,강동구 천호동 333-45대
4151,강동구,211016.241064255,549083.955926823,강동구 천호동 367도
4152,강동구,210971.717260301,549103.143174926,강동구 천호동 333-39대
4153,강동구,210995.667488381,549109.465025042,강동구 천호동 333-38대
4154,강동구,213147.930699907,547726.614428269,강동구 둔촌동 1-1전
4155,강동구,213170.419215622,547833.832394873,강동구 둔촌동 598-2 전
4156,강동구,213484.293832078,549828.842903952,강동구 명일동 56대
4157,강동구,211034.107504341,549206.379327085,강동구 천호동 373도
4158,강동구,211031.108125192,549235.34533882,강동구 천호동 373도
4159,강동구,211046.440952579,549243.239733675,강동구 천호동 373도
4160,강동구,211127.840800517,549572.810873248,강동구 천호동 513-27 주
4161,강동구,211109.755854682,549560.776500012,강동구 천호동 513-27 주
4162,강동구,214753.294301508,550468.92844323,강동구 상일동 
4163,강동구,212029.853620974,550578.590218482,강동구 암사동 246답
4164,강동구,212879.352088872,551050.849526423,강동구 고덕동 
4165,강동구,214317.59110165,551233.347421836,강동구 고덕동 산4-0 임
4166,강동구,215696.353171693,551825.290047092,강동구 하일동 
4167,강동구,214638.236506469,550805.734447686,강동구 고덕동 215공
4168,강동구,212185.240863869,550751.455328999,강동구 암사동 299-7 전
4169,강동구,212192.609498002,550758.885324726,강동구 암사동 300-2대
4170,강동구,212180.437949561,550767.427280702,강동구 암사동 300-2대
4171,강동구,212187.421724065,550771.963164685,강동구 암사동 300-2대
4172,강동구,211425.702962858,547244.163416675,강동구 성내동 434-45대
4173,강동구,211422.107688297,547256.834294243,강동구 성내동 434-36대
4174,강동구,211456.212776475,547344.53240791,강동구 성내동 421-14대
4175,강동구,211484.179892063,547473.556178878,강동구 성내동 450-8도
4176,강동구,211547.222968081,547582.528493451,강동구 성내동 408-24대
4177,강동구,211556.347301103,547589.373785218,강동구 성내동 408-5도
4178,강동구,211554.114089335,547600.461642233,강동구 성내동 408-11대
4179,강동구,211600.680091803,547721.422578505,강동구 성내동 407-20대
4180,강동구,211598.14454683,547733.753074017,강동구 성내동 407-6대
4181,강동구,211610.396484385,547729.977156552,강동구 성내동 407-19대
4182,강동구,211608.74574078,547742.353790631,강동구 성내동 407-5대
4183,강동구,216027.39507068,551360.242409397,강동구 하일동 
4184,강동구,211769.612317649,548179.615180827,강동구 성내동 447 대
4185,강동구,211782.698342816,548174.839413796,강동구 성내동 447 대
4186,강동구,212025.435678676,548851.687950162,강동구 길동 113-45도
4187,강동구,211941.758726848,548609.780354917,강동구 길동 416-16도
4188,강동구,211982.494797968,548714.966315964,강동구 길동 121-48대
4189,강동구,211989.551507791,548733.496635525,강동구 길동 122-10대
4190,강동구,215340.134299791,551874.312741833,강동구 하일동 333-5임
4191,강동구,212941.258097897,550573.805173218,강동구 명일동 489학
4192,강동구,215231.213719912,551520.056567296,강동구 하일동 601-3도
4193,강동구,215169.490648928,551447.430683404,강동구 하일동 604-1전
4194,강동구,215081.74442066,551400.624401129,강동구 하일동 601-3도
4195,강동구,215073.541431061,551426.900264308,강동구 하일동 607-4도
4196,강동구,215936.760125242,551632.32448522,강동구 하일동 
4197,강동구,212525.91576522,549569.538958806,강동구 천호동 29-23대
4198,강동구,212572.647612333,549537.384260426,강동구 천호동 30-12대
4199,강동구,212511.907378355,549616.520541502,강동구 천호동 26-15대
4200,강동구,215684.463334778,551869.146257569,강동구 하일동 347-3학
4201,강동구,215709.78199649,551853.35860438,강동구 하일동 362-198대
4202,강동구,215829.847609842,551902.261795831,강동구 하일동 671 도
4203,강동구,215844.204143801,551922.270053161,강동구 하일동 671 도
4204,강동구,215846.193530989,551888.603880618,강동구 하일동 671 도
4205,강동구,211916.48783601,547163.823879245,강동구 둔촌동 450-40도
4206,강동구,214605.338001747,550143.146407419,강동구 상일동 123도
4207,강동구,214740.031723741,550128.464492984,강동구 상일동 
4208,강동구,214624.507590769,550121.307081764,강동구 상일동 
4209,강동구,214766.367183028,550458.103225444,강동구 상일동 
4210,강동구,214868.723625294,550363.434530806,강동구 상일동 121대
4211,강동구,214886.803498304,550113.723926272,강동구 상일동 124대
4212,강동구,215060.233322628,551406.754680116,강동구 하일동 600-9 도
4213,강동구,215043.182351111,551427.251336606,강동구 하일동 산7-2임
4214,강동구,214763.420443515,549717.27619979,강동구 상일동 187대
4215,강동구,212739.371098915,550230.483514134,강동구 명일동 309-1대
4216,강동구,212782.735194314,550589.936033575,강동구 명일동 486대
4217,강동구,212913.854029013,550584.986048509,강동구 명일동 486대
4218,강동구,212909.6696346,550238.655406708,강동구 명일동 15대
4219,강동구,212897.206071457,550127.632893342,강동구 명일동 296-17 공
4220,강동구,212960.856542511,550077.579413413,강동구 명일동 15대
4221,강동구,212947.558833874,550079.096973004,강동구 명일동 296-1 학
4222,강동구,212909.47954582,550106.123611486,강동구 명일동 296-1 학
4223,강동구,212895.077182155,550103.950809934,강동구 명일동 296-1 학
4224,강동구,211590.622000592,551143.550968774,강동구 암사동 96-8 천
4225,강동구,211555.281875686,551084.29990872,강동구 암사동 118-2사
4226,강동구,210866.726036492,547943.858476024,강동구 성내동 127-13대
4227,강동구,215799.937351275,552181.108994128,강동구 하일동 
4228,강동구,213503.423504577,550353.422554867,강동구 명일동 310공
4229,강동구,211863.632656833,551857.304430136,강동구 암사동 
4230,강동구,216087.92809222,551057.280042353,강동구 하일동 
4231,강동구,211584.181722783,550772.370951232,강동구 암사동 135-1도
4232,강동구,211558.786833481,551027.327771413,강동구 암사동 139-2사
4233,강동구,213113.432688396,549148.876185058,강동구 길동 산2임
4234,강동구,211544.903136183,550981.019660709,강동구 암사동 139-2사
4235,강동구,214597.938416404,550797.785969132,강동구 고덕동 299도
4236,강동구,214379.962950278,550760.586675666,강동구 고덕동 
4237,강동구,215897.823872949,551394.584248315,강동구 하일동 
4238,강동구,213375.655945452,550887.133798051,강동구 고덕동 652-3대
4239,강동구,213375.15612623,550867.35115394,강동구 고덕동 648공
4240,강동구,215350.98220523,551851.086322727,강동구 하일동 333-1임
4241,강동구,215673.145877395,551837.185464212,강동구 하일동 362-198대
4242,강동구,212736.462036865,550467.133377684,강동구 명일동 317-1대
4243,강동구,212742.871557334,550511.716265865,강동구 명일동 487-15학
4244,강동구,212615.144006247,550519.969120909,강동구 암사동 414-2 대
4245,강동구,213103.777291193,549028.558576288,강동구 길동 53대
4246,강동구,213145.628841265,549025.008783025,강동구 길동 52-1전
4247,강동구,213134.709326181,549016.098485188,강동구 길동 52-1전
4248,강동구,213152.662066887,549014.754624272,강동구 길동 52-1전
4249,강동구,213151.252302344,549101.668808728,강동구 길동 산3임
4250,강동구,213152.255257869,549116.138692567,강동구 길동 산3임
4251,강동구,213125.153160843,549151.413300392,강동구 길동 산2임
4252,강동구,213081.866656389,549162.381533519,강동구 길동 산1-4임
4253,강동구,213033.655120508,549174.30778557,강동구 길동 54-1도
4254,강동구,214764.427489605,549739.215840237,강동구 상일동 187대
4255,강동구,212073.442072831,547690.356933836,강동구 둔촌동 520-1 도
4256,강동구,212934.380908241,550484.49047171,강동구 명일동 489학
4257,강동구,212926.570242879,550476.164492469,강동구 명일동 489학
4258,강동구,212932.472365115,550466.664953746,강동구 명일동 316도
4259,강동구,212923.332009896,550311.864602429,강동구 명일동 317-23대
4260,강동구,212916.746436299,550304.797250082,강동구 명일동 317-23대
4261,강동구,212912.053519972,550260.828287547,강동구 명일동 15대
4262,강동구,212916.555199522,550250.874403296,강동구 명일동 15대
4263,강동구,212901.951843179,550251.015944518,강동구 명일동 15대
4264,강동구,212750.642301106,550475.064264362,강동구 명일동 317-1대
4265,강동구,215490.382010344,551727.113232668,강동구 하일동 351-34대
4266,강동구,211780.805892123,551976.955393988,강동구 암사동 
4267,강동구,214736.98221864,550456.572067597,강동구 상일동 
4268,강동구,214718.824067418,550117.712631796,강동구 상일동 
4269,강동구,215035.641142244,551397.92466159,강동구 고덕동 140-1 도
4270,강동구,215634.335173819,552111.470265792,강동구 하일동 63-15천
4271,강동구,215700.573364742,552134.18196141,강동구 하일동 
4272,강동구,215708.856320166,552143.006389776,강동구 하일동 
4273,강동구,211339.088521724,550602.837756781,강동구 암사동 187-16대
4274,강동구,211269.694659406,550603.202373964,강동구 암사동 178-33대
4275,강동구,215306.882038163,550949.365834439,강동구 하일동 725-1 도
4276,강동구,211878.553376014,548629.607128006,강동구 천호동 145-25대
4277,강동구,211858.774502352,548640.814704758,강동구 천호동 181-24대
4278,강동구,214063.435187517,550810.013650568,강동구 고덕동 217대
4279,강동구,214059.230902289,550822.637468832,강동구 고덕동 217대
4280,강동구,214080.42022816,550894.189814141,강동구 고덕동 217대
4281,강동구,214125.025838904,550954.066739786,강동구 고덕동 224도
4282,강동구,214244.859208792,550959.764798443,강동구 고덕동 259-10대
4283,강동구,214285.576305829,551083.638981639,강동구 고덕동 257도
4284,강동구,214284.624758641,551097.362191269,강동구 고덕동 257도
4285,강동구,214292.334248466,551107.555682476,강동구 고덕동 257도
4286,강동구,214752.140178507,550115.963529321,강동구 상일동 
4287,강동구,214897.551703061,550127.366426011,강동구 상일동 124대
4288,강동구,214879.858353114,550220.831971474,강동구 상일동 121대
4289,강동구,214872.605086596,550228.476977871,강동구 상일동 121대
4290,강동구,214868.466065939,550297.93293924,강동구 상일동 121대
4291,강동구,214868.710492273,550450.132799008,강동구 상일동 121대
4292,강동구,214857.549634364,550460.89379385,강동구 상일동 
4293,강동구,214750.999522301,550445.740430484,강동구 상일동 121대
4294,강동구,214614.111949662,550449.308704743,강동구 상일동 121대
4295,강동구,214598.703294795,550428.634399265,강동구 상일동 121대
4296,강동구,214601.212891763,550320.474989713,강동구 상일동 121대
4297,강동구,215462.456884469,551734.015446263,강동구 하일동 352-1대
4298,강동구,211853.265801894,550579.143433483,강동구 암사동 252-3 전
4299,강동구,211909.51780112,550579.379954161,강동구 암사동 250답
4300,강동구,212742.900932034,550590.068338782,강동구 명일동 486대
4301,강동구,212374.301304199,550572.922533101,강동구 암사동 414-2 대
4302,강동구,212032.55621151,551621.371811127,강동구 암사동 81-1천
4303,강동구,216163.728914992,549981.311518348,강동구 상일동 
4304,강동구,211761.411956256,549499.683526988,강동구 천호동 489-67대
4305,강동구,210876.356292074,549152.176693524,강동구 천호동 333-4대
4306,강동구,210784.44796694,549164.523952276,강동구 천호동 337-132대
4307,강동구,211766.440045975,549508.465836535,강동구 천호동 489-67대
4308,강동구,210808.728345941,549155.268790498,강동구 천호동 337-11 대
4309,강동구,215147.997179565,550746.981270316,강동구 상일동 
4310,강동구,213094.920717847,548542.810113966,강동구 길동 176-3 도
4311,강동구,213123.83349722,548563.432379818,강동구 길동 176-3 도
4312,강동구,212606.290232388,548299.99201244,강동구 둔촌동 400대
4313,강동구,212611.698901908,548287.925643793,강동구 둔촌동 400대
4314,강동구,210919.976443636,549132.441164609,강동구 천호동 333-55 대
4315,강동구,210761.48264479,549174.517359932,강동구 천호동 337-133대
4316,강동구,211740.087669418,549476.725934952,강동구 천호동 255도
4317,강동구,213074.305513602,550585.792434678,강동구 명일동 490도
4318,강동구,210826.495050202,549168.085490053,강동구 천호동 331-19대
4319,강동구,210789.12364064,549183.110279909,강동구 천호동 337대
4320,강동구,213157.136904475,550574.650448534,강동구 명일동 493공
4321,강동구,211759.970485048,549525.71820948,강동구 천호동 489-68대
4322,강동구,211712.453887794,548514.417672487,강동구 성내동 167-195 공
4323,강동구,211267.858103201,548993.077933442,강동구 천호동 362-65대
4324,강동구,210835.071956767,549145.327076104,강동구 천호동 333-6대
4325,강동구,210884.257524317,549126.847117551,강동구 천호동 333-18대
4326,강동구,210826.37451727,548858.920317367,강동구 천호동 340-3대
4327,강동구,214028.654785032,549585.146452283,강동구 상일동 산39임
4328,강동구,213733.77696213,550546.07552032,강동구 명일동 307대
4329,강동구,213698.668116817,550542.054063408,강동구 명일동 307대
4330,강동구,214950.342927652,550961.192404127,강동구 고덕동 169도
4331,강동구,214947.7838695,550973.448314005,강동구 고덕동 169도
4332,강동구,215129.25211775,550991.627459884,강동구 하일동 613전
4333,강동구,212080.774010664,548967.697828127,강동구 길동 108-10 도
4334,강동구,214610.323703414,550740.610120382,강동구 상일동 215공
4335,강동구,215229.689732334,551539.994429336,강동구 하일동 302-2전
4336,강동구,215219.348943686,551533.269216849,강동구 하일동 302-3전
4337,강동구,212287.080408998,548415.562038875,강동구 길동 389-5 대
4338,강동구,213091.383426918,547593.675236921,강동구 둔촌동 6-2대
4339,강동구,213080.28919179,547520.280783139,강동구 둔촌동 6-2대
4340,강동구,213640.726147673,550549.667625179,강동구 명일동 307대
4341,강동구,211188.82917801,548684.543863684,강동구 성내동 421-4대
4342,강동구,211121.929213734,548707.030632809,강동구 성내동 417-66 도
4343,강동구,214633.350599784,550567.528422687,강동구 상일동 212대
4344,강동구,214639.082623413,550578.811439124,강동구 상일동 212대
4345,강동구,215024.735655293,550482.361027427,강동구 상일동 121대
4346,강동구,213673.966757507,550543.051953679,강동구 명일동 307대
4347,강동구,214959.018288918,550967.091878409,강동구 고덕동 169도
4348,강동구,215028.94553927,550970.989166212,강동구 고덕동 615전
4349,강동구,215077.918785415,550980.468542662,강동구 고덕동 608-2전
4350,강동구,215129.570758393,550965.095754076,강동구 고덕동 
4351,강동구,214637.611111562,550614.788540201,강동구 상일동 212대
4352,강동구,215015.980819279,550471.187383985,강동구 상일동 121대
4353,강동구,211024.356380692,550500.248386396,강동구 암사동 166-14제
4354,강동구,210991.69551435,550436.990646346,강동구 암사동 611제
4355,강동구,211751.320262863,548606.123475354,강동구 천호동 167-38대
4356,강동구,214613.05860909,550723.622914327,강동구 상일동 215공
4357,강동구,215179.149889733,550641.435044352,강동구 상일동 513전
4358,강동구,215034.626559619,550473.171410943,강동구 상일동 121대
4359,강동구,211128.7312267,548724.924194895,강동구 성내동 418-10 대
4360,강동구,211196.257786909,548702.152458485,강동구 성내동 406-2도
4361,강동구,214997.62892176,550133.625218487,강동구 상일동 129도
4362,강동구,215739.619693575,550955.772113823,강동구 하일동 698 도
4363,강동구,213802.093583679,549992.967978176,강동구 상일동 149대
4364,강동구,215883.390994857,550998.663563155,강동구 하일동 417답
4365,강동구,212344.451669074,548608.355293945,강동구 길동 390-29도
4366,강동구,213051.760446295,547504.096482768,강동구 둔촌동 6-2대
4367,강동구,212690.65070441,551113.656232665,강동구 암사동 3 수
4368,강동구,212082.381049693,547725.133194383,강동구 성내동 450-50도
4369,강동구,214274.401938978,550157.299808572,강동구 상일동 산59임
4370,강동구,212164.921651474,547965.283202404,강동구 둔촌동 487-7도
4371,강동구,214326.250000059,550198.356243828,강동구 상일동 산59임
4372,강동구,214331.091272036,550176.256911735,강동구 상일동 산59임
4373,강동구,214194.278099311,550105.717282256,강동구 상일동 산 57 임
4374,강동구,215057.412327077,551442.149955874,강동구 하일동 600-12 전
4375,강동구,212403.318616903,548805.117812945,강동구 길동 51-12대
4376,강동구,212380.332716665,548728.412124538,강동구 길동 368-5 주
4377,강동구,216050.751752063,551043.512620541,강동구 하일동 
4378,강동구,213074.49948061,547584.852552929,강동구 둔촌동 6-2대
4379,강동구,211890.576141337,549725.276286281,강동구 천호동 551도
4380,강동구,213010.102394104,547613.804745508,강동구 둔촌동 6-2대
4381,강동구,213015.995645663,547604.385595632,강동구 둔촌동 6-2대
4382,강동구,212894.558756832,547663.730260975,강동구 둔촌동 30-4대
4383,강동구,212902.69779757,547664.605706627,강동구 둔촌동 30-4대
4384,강동구,212872.776052488,547676.159979934,강동구 둔촌동 30-4대
4385,강동구,212851.88040192,547688.598905767,강동구 둔촌동 30-4대
4386,강동구,212224.406127319,548291.175924641,강동구 길동 412-8대
4387,강동구,212255.465762705,548312.127726942,강동구 길동 390-35도
4388,강동구,212273.51662181,548275.31546842,강동구 길동 390-29도
4389,강동구,212240.992530308,548257.287724095,강동구 둔촌동 412-9대
4390,강동구,213088.820364626,547546.822436753,강동구 둔촌동 6-2대
4391,강동구,213073.695350899,547497.163058624,강동구 둔촌동 6-18 도
4392,강동구,213791.569709954,549793.356195106,강동구 상일동 152대
4393,강동구,210785.318274783,548881.977676631,강동구 천호동 339-48 대
4394,강동구,215919.619168455,551008.423172012,강동구 하일동 415-1잡
4395,강동구,211730.452153879,548576.19499011,강동구 천호동 167-32대
4396,강동구,211737.166119914,548614.250255147,강동구 천호동 167-37대
4397,강동구,211833.374249186,550796.287363257,강동구 암사동 258 전
4398,강동구,214345.346436671,550191.435904475,강동구 상일동 산59임
4399,강동구,214429.522077873,550186.011115537,강동구 상일동 산58임
4400,강동구,211727.003080725,548547.094828179,강동구 천호동 167-182도
4401,강동구,211711.473475302,546996.817294417,강동구 성내동 438-19대
4402,강동구,213803.627393959,549779.288283056,강동구 상일동 152대
4403,강동구,212387.497316277,550586.632555236,강동구 암사동 414-2 대
4404,강동구,211362.610389956,547166.822882776,강동구 성내동 450-2도
4405,강동구,211295.77801152,547204.115298281,강동구 성내동 450-2도
4406,강동구,211087.827586938,549150.455649522,강동구 천호동 563-2공
4407,강동구,212740.807271113,546402.419594064,강동구 둔촌동 218-1 도
4408,강동구,212701.692553189,546411.18794934,강동구 둔촌동 431 도
4409,강동구,213341.91406407,551372.639725034,강동구 고덕동 산92임
4410,강동구,213336.062462003,551407.731452768,강동구 고덕동 431전
4411,강동구,212797.974921493,550796.890504346,강동구 고덕동 492대
4412,강동구,212781.350291982,550809.404286515,강동구 고덕동 492대
4413,강동구,212765.756713151,550821.749576652,강동구 암사동 673도
4414,강동구,214740.47047497,549440.803741934,강동구 상일동 464-5도
4415,강동구,212180.598074285,550668.24843691,강동구 암사동 414-1도
4416,강동구,212774.427892564,550931.017908808,강동구 암사동 산40-15 임
4417,강동구,212733.77986253,551032.09764011,강동구 고덕동 산13-0 임
4418,강동구,212710.971401686,551063.329763107,강동구 암사동 3 수
4419,강동구,212730.538342144,551078.592632803,강동구 암사동 3 수
4420,강동구,212691.542887712,551052.259913961,강동구 암사동 3 수
4421,강동구,211602.223276069,550763.10653696,강동구 암사동 135 전
4422,강동구,214473.981869816,550168.703454229,강동구 상일동 산58임
4423,강동구,214151.883477761,550086.037995672,강동구 상일동 산 57 임
4424,강동구,211620.234458773,548766.247600212,강동구 천호동 192-52대
4425,강동구,213807.416394852,550541.624798358,강동구 명일동 302도
4426,강동구,213777.919854468,549629.66106208,강동구 명일동 166 학
4427,강동구,211112.537328213,549230.179928009,강동구 천호동 374-2 도
4428,강동구,211115.725236585,549209.571018798,강동구 천호동 437-6대
4429,강동구,211127.424947032,549212.455209098,강동구 천호동 437-6대
4430,강동구,211732.247146227,548602.621657956,강동구 천호동 167-28대
4431,강동구,215385.455956045,550202.928953626,강동구 상일동 89-1잡
4432,강동구,215413.870703916,550192.138003752,강동구 상일동 89-1잡
4433,강동구,212063.690913559,550853.139352429,강동구 암사동 245-4 도
4434,강동구,210958.359446237,548101.322163581,강동구 성내동 120-30도
4435,강동구,214801.024017276,551436.338190201,강동구 고덕동 245-1천
4436,강동구,212974.765184186,551249.26675881,강동구 고덕동 산94-2임
4437,강동구,212943.820256599,551273.699315051,강동구 암사동 산93-9임
4438,강동구,212760.722993308,551053.647457507,강동구 고덕동 산13-0 임
4439,강동구,212742.390438022,551058.845029007,강동구 암사동 3 수
4440,강동구,213800.522640421,549645.930386551,강동구 상일동 166 학
4441,강동구,212050.750965421,550831.847508584,강동구 암사동 237-3 도
4442,강동구,214617.498072343,550800.248121721,강동구 상일동 146도
4443,강동구,212222.846550499,549071.621108999,강동구 길동 48-6대
4444,강동구,211161.590892904,549180.068049834,강동구 천호동 438-18대
4445,강동구,211166.900142016,549197.627921588,강동구 천호동 438-23 대
4446,강동구,212990.835312998,549026.292398853,강동구 길동 95도
4447,강동구,212164.152978146,550587.771909314,강동구 암사동 531도
4448,강동구,212176.813305094,550587.610499171,강동구 암사동 402-7도
4449,강동구,210971.990888965,548102.755345361,강동구 성내동 119-6도
4450,강동구,214482.33557305,550157.86030395,강동구 상일동 산58임
4451,강동구,215459.486459979,550025.12459824,강동구 상일동 47잡
4452,강동구,214926.710980074,551422.46464022,강동구 고덕동 245-1천
4453,강동구,214668.21260091,551445.768372873,강동구 고덕동 247전
4454,강동구,214216.783914632,551489.209277755,강동구 고덕동 101-3임
4455,강동구,214130.236009933,551497.86643564,강동구 고덕동 98-13잡
4456,강동구,212814.975792318,551105.478016068,강동구 고덕동 산12-1임
4457,강동구,212784.052835664,550835.474297885,강동구 고덕동 492대
4458,강북구,203101.608055395,557473.650142922,강북구 미아동 산25-1묘
4459,강북구,203115.735925335,557464.068264148,강북구 미아동 산25-1묘
4460,강북구,203167.44591542,557528.937297945,강북구 미아동 산25-29묘
4461,강북구,202481.513153336,559933.503497805,강북구 번동 386-16도
4462,강북구,202753.195413893,556841.113758794,강북구 미아동 54-27대
4463,강북구,201679.019029498,560676.965606805,강북구 수유동 705-13대
4464,강북구,201527.445526408,559615.011514142,강북구 수유동 392-23 대
4465,강북구,200579.189972184,560664.475684972,강북구 수유동 산9-1임
4466,강북구,202253.092872285,558955.965935885,강북구 미아동 163-2대
4467,강북구,202247.97649429,558948.74594771,강북구 미아동 163-2대
4468,강북구,202245.053387627,558958.504644734,강북구 미아동 163-16대
4469,강북구,202463.664217769,559974.932609355,강북구 번동 169-3대
4470,강북구,202505.538846556,557670.804328435,강북구 미아동 228-44도
4471,강북구,202502.225945164,557620.430403021,강북구 미아동 228-44도
4472,강북구,202512.988583881,557614.957579502,강북구 미아동 228-44도
4473,강북구,201580.610467473,557699.857351906,강북구 미아동 745-55대
4474,강북구,201596.81255211,557692.313953472,강북구 미아동 791-2200대
4475,강북구,201682.254538912,557697.206169165,강북구 미아동 745-91대
4476,강북구,202519.522332877,557626.570878984,강북구 미아동 228-44도
4477,강북구,201494.986143345,559994.34996958,강북구 수유동 205 대
4478,강북구,201449.651104008,559786.721102489,강북구 수유동 386-7대
4479,강북구,201481.569259012,559989.05609817,강북구 수유동 205 대
4480,강북구,202548.221915272,559892.521623708,강북구 번동 464-1대
4481,강북구,201875.100609252,560485.590296131,강북구 수유동 662-30도
4482,강북구,202758.088403858,556999.788548322,강북구 미아동 75-280도
4483,강북구,202761.856372952,556991.326476972,강북구 미아동 860-68 도
4484,강북구,202835.541492518,556942.414865805,강북구 미아동 77-86대
4485,강북구,202902.295322139,556874.462148897,강북구 미아동 80-52대
4486,강북구,202243.586563837,558494.226505222,강북구 미아동 193-15 학
4487,강북구,202636.270727271,557549.783657457,강북구 미아동 
4488,강북구,202684.76964913,557466.795666322,강북구 미아동 139-42대
4489,강북구,202859.802932638,557446.115422799,강북구 미아동 3-168대
4490,강북구,202609.413665281,558480.510840148,강북구 미아동 258-289 도
4491,강북구,202635.073061641,558435.053093089,강북구 미아동 258-586대
4492,강북구,202391.180223538,558000.730698525,강북구 미아동 127-7대
4493,강북구,200678.266095348,562407.695298141,강북구 우이동 산14-3임
4494,강북구,202027.061569774,559601.050034982,강북구 수유동 45-33도
4495,강북구,203514.430166472,558612.771778309,강북구 번동 254도
4496,강북구,202694.87956802,557042.013779344,강북구 미아동 90-44대
4497,강북구,201148.305352916,558056.895507202,강북구 미아동 791-1546대
4498,강북구,202018.382548084,557693.978424507,강북구 미아동 314-64대
4499,강북구,202053.394118912,559474.72401983,강북구 번동 229-51대
4500,강북구,202056.989901659,559430.480729552,강북구 미아동 230-10대
4501,강북구,201827.218016405,557866.282746672,강북구 미아동 754-60대
4502,강북구,202125.873338925,559126.163249818,강북구 미아동 194-1도
4503,강북구,201781.290812468,557681.187633392,강북구 미아동 734-249대
4504,강북구,201615.820696744,558555.248704626,강북구 미아동 791-560대
4505,강북구,203116.471216609,557447.198267555,강북구 미아동 산25-1묘
4506,강북구,203110.430574636,557444.374887336,강북구 미아동 산25-1묘
4507,강북구,201957.45556846,557188.294993096,강북구 미아동 1264-130대
4508,강북구,204030.799074776,557988.46538402,강북구 번동 242대
4509,강북구,201769.673159887,557299.046694266,강북구 미아동 812 대
4510,강북구,201845.898161918,557254.616968466,강북구 미아동 813-1 대
4511,강북구,201835.383984477,557227.715945877,강북구 미아동 813 대
4512,강북구,201828.045306807,557237.232718007,강북구 미아동 813-8 도
4513,강북구,201891.033029673,557675.256068307,강북구 미아동 734-142대
4514,강북구,204008.214968951,557936.765696301,강북구 번동 242대
4515,강북구,202342.649857433,558187.617433993,강북구 미아동 121-33대
4516,강북구,202356.369397482,558138.106795999,강북구 미아동 317-31대
4517,강북구,202342.364358463,558129.941460983,강북구 미아동 234도
4518,강북구,202363.083936706,558090.416946361,강북구 미아동 233구
4519,강북구,202373.14747994,558085.162544205,강북구 미아동 125-11대
4520,강북구,202357.776253196,558079.525011996,강북구 미아동 
4521,강북구,202368.626357168,558072.889199303,강북구 미아동 232도
4522,강북구,202372.09255559,558033.342962504,강북구 미아동 234도
4523,강북구,202403.045133644,557993.561281353,강북구 미아동 127-7대
4524,강북구,202386.446735138,557988.064389434,강북구 미아동 
4525,강북구,202434.57499559,557891.232836642,강북구 미아동 127-17도
4526,강북구,202418.34088157,557885.680673301,강북구 미아동 229-22도
4527,강북구,202423.624401113,557898.054206578,강북구 미아동 127-3대
4528,강북구,202450.518151131,557770.669050702,강북구 미아동 229-22도
4529,강북구,202473.804094136,557770.225393275,강북구 미아동 228-44도
4530,강북구,202481.442280243,557714.360211035,강북구 미아동 228-44도
4531,강북구,202485.636139191,557671.753580031,강북구 미아동 228-44도
4532,강북구,202499.291494742,557686.477134641,강북구 미아동 
4533,강북구,202488.567746244,557728.165120442,강북구 미아동 228-44도
4534,강북구,202331.275626509,558195.430512427,강북구 미아동 121-47대
4535,강북구,202325.077269325,558181.591603438,강북구 미아동 
4536,강북구,202242.945313195,557616.919438996,강북구 미아동 234도
4537,강북구,202524.708077609,557510.542305595,강북구 미아동 135-6대
4538,강북구,202101.376809501,557665.397845534,강북구 미아동 320-1학
4539,강북구,202372.620372046,558331.032410632,강북구 미아동 198-34대
4540,강북구,202870.908622769,556753.149398235,강북구 미아동 865-2 대
4541,강북구,202678.512339417,556630.210031924,강북구 미아동 14-2도
4542,강북구,202686.540826161,556726.565948741,강북구 미아동 55-38대
4543,강북구,202690.176450385,556756.193223348,강북구 미아동 55-19대
4544,강북구,202909.169271524,556858.678541407,강북구 미아동 80-11대
4545,강북구,202915.811180108,556872.690651871,강북구 미아동 53-6도
4546,강북구,202953.041016998,556807.595614881,강북구 미아동 53-1대
4547,강북구,201952.383307471,557371.309937989,강북구 미아동 679대
4548,강북구,201910.629965456,557548.904332238,강북구 미아동 872-2도
4549,강북구,202692.797932582,556790.071834942,강북구 미아동 75-207대
4550,강북구,202694.279038251,556838.922975518,강북구 미아동 54-242대
4551,강북구,202410.594408678,557516.958330254,강북구 미아동 327-20대
4552,강북구,201345.662357406,557507.699732186,강북구 미아동 1339-2 대
4553,강북구,201361.344703191,557522.434863804,강북구 미아동 1339-8 도
4554,강북구,201161.202248117,557521.809637088,강북구 미아동 852-827대
4555,강북구,201323.646188219,557514.865792101,강북구 미아동 1349-3도
4556,강북구,202629.01997347,557302.731055256,강북구 미아동 138-34대
4557,강북구,202627.540768126,557338.247714196,강북구 미아동 138-82대
4558,강북구,202626.47112609,557367.210157523,강북구 미아동 138-1대
4559,강북구,202668.014983293,557477.197084647,강북구 미아동 137-101대
4560,강북구,202627.726479946,557524.529824985,강북구 미아동 136-56대
4561,강북구,202609.679140165,557505.491146258,강북구 미아동 136-53도
